Team,Year,OWn%,BtRuns,BtWins,Fld%,Position,Target,CareerLen,Rank,Value,ARI,ATL,CHC,CIN,COL,LAD,MIA,MIL,NYM,PHI,PIT,SDP,SFG,STL,WSN,BAL,BOS,CHW,CLE,DET,HOU,KCR,LAA,MIN,NYY,OAK,SEA,TBR,TEX,TOR
SFG,2014,0.0,0.0,0.0,0.967,P,MIA,0,10,5,0,1,0,0,0,0,1,0,0,0,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COL,2014,0.775,12.6,1.3,0.9940000000000001,OF,NYM,13,29,22,1,3,0,0,12,1,0,0,8,1,0,0,0,2,1,0,1,0,0,3,1,0,0,6,0,1,0,1,0,0
PIT,2014,0.523,3.8,0.4,0.991,OF,OAK,4,9,23,1,1,0,0,2,1,1,0,9,0,5,0,0,1,0,2,0,0,2,0,0,0,2,1,0,4,1,0,0,4
NYM,2014,0.483,0.1,0.0,0.986,OF,WSN,1,16,9,0,2,0,0,1,2,1,1,12,1,1,0,0,1,6,0,1,0,0,0,2,0,1,0,0,0,0,1,0,2
STL,2014,0.425,-2.8,-0.3,0.9740000000000001,OF,COL,4,5,8,0,0,2,1,2,1,1,1,0,2,1,1,0,12,3,1,0,0,0,0,1,1,2,1,1,2,1,0,1,0
MIA,2014,0.0,-1.6,-0.2,1.0,P,CIN,0,18,27,1,0,1,9,0,3,15,1,1,0,0,0,1,0,1,0,1,0,2,1,1,0,0,0,0,0,0,0,0,3
WSN,2014,0.0,-0.2,0.0,1.0,P,ATL,7,3,13,0,1,1,1,2,3,2,3,2,1,2,1,2,0,15,1,3,0,1,1,0,2,0,2,0,6,2,1,7,2
SFG,2014,0.0,-2.4,-0.3,1.0,OF,CIN,0,10,5,0,1,0,7,0,0,0,0,1,0,1,0,11,1,0,0,2,1,0,0,0,0,0,0,0,0,0,1,1,1
MIL,2014,0.0,-0.3,0.0,1.0,P,CHW,9,15,25,3,4,3,9,1,5,1,16,3,2,4,2,3,13,14,2,2,7,4,4,3,1,5,4,2,3,2,3,0,3
SFG,2014,0.312,-3.9,-0.4,0.9940000000000001,OF,CIN,0,10,5,0,1,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
NYM,2014,0.0,0.0,0.0,1.0,P,ATL,9,16,9,0,1,3,0,0,4,0,0,5,1,1,1,0,1,3,5,2,0,2,1,1,0,1,0,0,2,0,0,2,2
WSN,2014,0.34299999999999997,-9.6,-1.0,0.983,OF,SFG,8,3,13,4,1,1,0,0,2,2,0,2,3,2,1,4,2,10,0,3,0,1,0,0,2,2,1,1,2,0,1,0,0
ATL,2014,0.605,11.2,1.2,0.9940000000000001,C,HOU,1,17,11,2,15,5,2,2,5,7,6,4,2,4,3,3,4,3,3,2,1,1,2,12,1,6,1,2,6,1,2,1,0
LAD,2014,0.546,-0.8,-0.1,0.981,OF,MIA,3,4,2,2,2,1,5,4,14,11,2,2,3,4,1,1,1,0,0,3,2,1,1,1,2,1,1,0,1,2,3,0,1
MIL,2014,0.0,-0.3,0.0,0.833,P,DET,9,15,25,0,0,1,0,0,2,1,5,1,0,1,0,1,1,11,1,3,0,2,11,0,0,1,1,0,2,0,1,1,1
ATL,2014,0.389,-4.1,-0.4,0.9740000000000001,OF,ARI,1,17,11,1,10,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1
ARI,2014,0.46399999999999997,-7.9,-0.8,0.982,OF,NYY,2,0,21,14,3,0,9,1,0,2,1,4,1,0,2,0,0,1,0,0,1,2,1,1,0,1,1,9,1,2,2,1,2
LAD,2014,0.156,-5.4,-0.6,0.9740000000000001,P,CHC,11,4,2,2,0,4,0,0,5,6,0,0,0,0,0,0,0,1,1,1,0,0,2,1,1,3,1,0,2,0,0,1,0
ARI,2014,0.0,0.0,0.0,1.0,P,HOU,2,0,21,8,0,0,0,4,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
MIA,2014,0.0,-0.3,0.0,1.0,P,LAD,16,18,27,1,2,1,1,0,9,17,3,0,1,0,0,0,0,0,1,0,0,2,0,1,2,1,1,0,2,0,2,0,0
MIA,2014,0.0,-1.4,-0.2,1.0,P,LAA,0,18,27,1,4,1,0,1,2,17,1,1,0,1,1,0,2,1,0,2,0,0,0,3,1,13,1,0,0,0,1,0,0
SFG,2014,0.0,0.0,0.0,0.667,P,LAD,5,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHC,2014,0.125,-4.9,-0.5,0.97,P,ATL,11,23,4,2,6,17,2,1,5,5,1,3,2,3,1,1,10,8,1,5,2,1,3,1,1,1,1,1,3,2,6,0,1
PHI,2014,0.0,-0.3,0.0,0.5,P,MIL,1,22,6,2,0,0,0,0,1,0,1,1,4,0,0,0,0,1,0,0,0,0,1,2,2,0,0,0,0,2,0,1,0
MIA,2014,0.515,0.5,0.1,0.988,OF,NYY,7,18,27,2,2,2,0,2,2,10,1,1,1,13,0,1,0,1,0,2,0,0,2,0,1,1,1,5,1,0,1,1,1
LAD,2014,0.636,29.0,3.0,0.971,OF,SDP,8,4,2,0,2,0,0,0,5,1,0,0,2,0,1,0,1,0,1,2,0,0,1,0,0,1,0,1,0,0,0,0,1
ATL,2014,0.0,0.0,0.0,1.0,P,SDP,4,17,11,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
WSN,2014,0.65,18.9,1.9,0.9940000000000001,OF,CHW,10,3,13,0,0,0,0,1,1,0,1,0,0,0,1,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
WSN,2014,0.127,-6.8,-0.7,0.9940000000000001,C,BOS,2,3,13,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,2,1,0,0,0,1,0,0,0,1,0
ARI,2014,0.214,-8.7,-0.9,0.953,OF,LAA,1,0,21,9,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0
PIT,2014,0.6629999999999999,22.6,2.3,0.9940000000000001,C,TOR,8,9,23,2,3,2,1,2,5,4,1,1,3,18,0,2,2,3,0,2,1,3,3,1,1,3,3,3,1,1,3,1,12
PIT,2014,0.043,-5.0,-0.5,0.9640000000000001,OF,CLE,3,9,23,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
WSN,2014,0.0,0.0,0.0,1.0,P,CIN,3,3,13,0,0,1,5,1,1,0,3,1,0,1,0,2,1,17,1,2,0,0,0,2,0,1,1,0,2,0,0,0,0
SDP,2014,0.354,-6.2,-0.7,0.988,OF,ATL,7,20,17,1,0,1,1,1,1,4,1,2,1,0,1,1,0,1,1,1,1,0,1,4,0,2,1,3,0,2,0,0,1
ARI,2014,0.062,-4.9,-0.5,1.0,P,LAD,9,0,21,3,1,2,0,1,9,3,1,2,0,0,1,1,2,1,1,2,1,1,0,1,2,4,2,4,6,0,3,0,1
STL,2014,0.134,-3.6,-0.4,0.963,P,ATL,2,5,8,6,13,2,1,1,1,1,1,3,3,1,1,1,19,0,2,1,0,2,2,1,1,4,0,2,1,0,3,1,1
ARI,2014,0.48100000000000004,-1.9,-0.2,0.988,C,CHC,8,0,21,7,1,6,1,2,1,0,1,0,0,0,2,0,1,0,0,0,1,1,3,2,0,3,0,0,1,1,0,2,1
STL,2014,0.0,0.0,0.0,1.0,P,CHC,6,5,8,3,5,12,5,11,8,5,5,5,2,5,2,5,22,7,3,4,1,4,4,4,4,2,2,3,3,2,6,2,2
STL,2014,0.0,0.0,0.0,1.0,P,HOU,7,5,8,0,1,2,0,2,0,2,2,1,2,0,1,0,9,2,1,3,0,1,0,2,0,1,3,0,9,0,0,0,1
COL,2014,0.0,-1.1,-0.1,1.0,OF,OAK,6,29,22,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LAD,2014,0.66,21.9,2.2,0.961,OF,BOS,9,4,2,0,0,1,0,1,4,0,1,1,1,1,1,1,1,1,0,5,0,2,3,0,0,1,0,0,0,1,1,1,2
ARI,2014,0.0,0.0,0.0,0.75,P,NYM,2,0,21,9,1,1,0,2,0,1,4,1,1,2,1,1,0,2,3,4,5,2,1,0,1,2,2,0,1,0,1,1,1
SDP,2014,0.557,6.7,0.7,0.988,C,TBR,10,20,17,1,3,2,0,2,3,0,0,3,0,0,6,0,2,2,0,0,1,1,1,2,0,2,1,2,0,1,8,1,4
STL,2014,0.065,-6.5,-0.7,1.0,OF,MIN,5,5,8,0,5,2,1,4,2,0,3,2,3,4,1,1,16,7,1,6,0,3,3,4,4,12,9,2,3,0,2,2,1
LAD,2014,0.156,-13.1,-1.4,0.965,OF,MIA,0,4,2,2,1,2,2,3,16,10,1,1,0,1,2,2,2,0,0,0,1,1,3,3,2,0,0,1,0,1,0,0,3
PHI,2014,0.5479999999999999,-0.1,0.0,0.988,OF,LAD,14,22,6,0,0,0,1,1,3,2,0,1,3,2,0,2,0,1,1,3,0,1,1,2,1,0,0,1,0,1,0,0,1
ARI,2014,0.413,-6.7,-0.7,0.971,OF,OAK,11,0,21,12,0,3,0,1,4,2,2,1,1,3,2,5,0,2,2,5,1,1,2,1,1,3,0,1,3,1,0,0,2
CHC,2014,0.5920000000000001,4.0,0.4,0.991,OF,LAD,7,23,4,0,0,6,0,2,2,7,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,1,0,1,1,2,0,0
CHC,2014,0.0,-0.8,-0.1,1.0,P,COL,2,23,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
ATL,2014,0.0,-0.5,-0.1,1.0,P,CHC,4,17,11,1,17,16,2,2,3,1,4,0,2,1,0,2,3,2,3,5,0,1,2,2,0,3,0,1,2,0,3,3,1
SFG,2014,0.5429999999999999,8.2,0.8,0.971,OF,BOS,6,10,5,0,1,0,1,0,3,0,0,1,0,0,3,15,0,2,0,3,0,0,1,0,1,0,0,1,0,2,0,1,0
COL,2014,0.0,0.0,0.0,1.0,P,PIT,2,29,22,1,0,0,0,12,1,0,3,1,2,14,0,1,0,0,0,0,0,0,1,4,1,1,0,1,0,0,2,0,0
ARI,2014,0.0,-0.3,0.0,1.0,P,TOR,0,0,21,11,0,1,1,1,1,0,0,1,0,3,0,1,0,0,0,2,0,0,0,2,0,0,1,0,2,0,2,1,4
WSN,2014,0.28600000000000003,-1.2,-0.1,0.909,OF,TBR,0,3,13,4,0,0,0,1,0,0,0,0,1,1,0,1,1,4,0,0,0,0,0,0,0,0,3,1,0,0,3,0,1
SDP,2014,0.0,-0.3,0.0,0.846,P,NYM,1,20,17,2,2,1,1,2,1,1,2,2,2,0,11,5,0,4,0,1,0,0,2,2,1,1,2,2,1,1,15,3,0
ATL,2014,0.6559999999999999,25.8,2.6,0.972,OF,SDP,7,17,11,1,11,1,1,2,3,1,2,2,1,1,7,0,0,1,1,3,2,0,5,1,0,2,0,0,1,0,2,1,1
ATL,2014,0.39299999999999996,-17.5,-1.8,0.98,OF,SDP,10,17,11,1,12,1,1,0,3,2,0,3,2,2,1,2,0,1,1,3,0,3,2,1,0,2,0,0,3,0,10,2,2
ATL,2014,0.0,0.0,0.0,1.0,P,STL,3,17,11,0,13,0,1,2,4,0,0,0,1,0,0,0,6,0,1,0,0,2,1,0,0,4,0,2,1,0,0,0,1
ATL,2014,0.03,-8.0,-0.8,0.9329999999999999,P,LAD,1,17,11,1,15,1,1,1,10,5,3,2,1,2,1,2,2,0,0,1,0,1,1,1,0,2,0,0,5,0,1,1,1
HOU,2013,0.0,0.0,0.0,1.0,P,SDP,3,0,16,0,0,0,0,0,2,1,0,0,0,1,0,0,0,1,0,0,1,0,3,2,3,1,1,1,1,1,0,0,2
TOR,2013,0.255,-28.7,-2.9,0.988,C,TEX,3,20,21,3,2,2,2,1,6,4,4,3,3,6,2,2,4,3,2,4,0,2,2,5,2,3,2,5,1,0,9,2,10
HOU,2013,0.34700000000000003,-13.9,-1.4,0.991,OF,COL,1,0,16,0,2,4,3,9,5,3,1,1,2,1,1,1,2,0,0,1,0,4,1,11,1,3,1,0,1,0,4,0,2
CHW,2013,0.45399999999999996,-5.3,-0.5,0.975,OF,LAA,4,28,11,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,0,0,0,0,1,2,0,0,0,0,0,0
HOU,2013,0.0,-0.8,-0.1,0.8,P,TBR,9,0,16,12,16,5,9,4,13,4,5,7,3,19,1,3,7,13,7,11,4,10,9,11,11,6,5,11,16,4,17,8,12
OAK,2013,0.0,-0.3,0.0,0.667,P,WSN,3,4,28,2,2,0,0,2,1,1,1,5,2,2,1,0,0,15,3,2,1,0,0,2,0,0,1,1,14,0,8,1,2
KCR,2013,0.557,-1.3,-0.1,0.978,OF,ATL,6,13,29,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,1
TBR,2013,0.457,-0.5,-0.1,1.0,OF,CIN,5,7,30,1,2,4,8,2,3,1,2,1,1,1,1,1,0,0,1,0,1,0,2,6,3,1,0,3,2,0,9,0,0
LAA,2013,0.467,0.3,0.0,0.992,OF,STL,3,17,9,2,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,2,0,0,1,0,2,0,1
COL,2013,0.287,-2.0,-0.2,0.9229999999999999,OF,PHI,5,21,25,1,2,1,0,7,2,3,1,2,4,4,0,2,1,2,3,3,1,1,1,2,1,0,0,3,2,0,15,1,3
LAA,2013,0.0,0.0,0.0,1.0,P,SDP,5,17,9,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1,0,2,0,0,1,0,0,8,0,2,0,0,1,0,0
NYY,2013,0.7,40.3,4.0,0.991,OF,SEA,8,15,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,7,0,2,0,1,1
SEA,2013,0.0,0.0,0.0,1.0,P,MIA,0,25,12,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOS,2013,0.696,12.1,1.2,0.992,OF,TEX,4,1,3,0,1,0,0,1,1,0,0,2,1,1,0,0,0,0,0,14,0,0,1,1,0,1,1,0,0,5,3,0,1
NYY,2013,0.0,0.0,0.0,1.0,P,DET,6,15,1,2,2,0,0,2,3,1,3,4,0,2,0,0,2,1,3,5,0,6,7,1,1,1,1,14,1,0,5,2,3
OAK,2013,0.457,-0.4,0.0,1.0,OF,TEX,0,4,28,6,2,2,1,7,7,2,1,5,1,0,5,5,4,5,2,2,0,1,2,2,3,3,0,2,20,0,6,13,3
SDP,2013,0.36200000000000004,-2.0,-0.2,0.9620000000000001,OF,KCR,3,19,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
NYM,2013,0.22,-4.7,-0.5,1.0,OF,LAA,2,23,6,5,3,2,2,3,3,0,1,11,1,3,1,2,0,4,1,3,1,3,2,0,2,12,0,2,11,1,3,2,1
TEX,2013,0.5870000000000001,12.4,1.2,0.985,OF,BAL,16,10,8,1,0,3,3,2,2,3,3,0,1,1,1,2,1,2,7,4,1,2,2,1,4,4,0,1,2,3,1,9,5
TOR,2013,0.475,-5.8,-0.6,0.9890000000000001,OF,DET,7,20,21,4,7,2,6,5,2,2,1,4,3,7,2,4,12,3,2,7,1,10,11,1,3,6,1,9,7,1,13,4,10
WSN,2013,0.0,-0.8,-0.1,0.995,OF,TBR,10,12,14,2,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0
BAL,2013,0.44,-3.5,-0.4,1.0,OF,CLE,5,14,17,2,0,0,1,3,1,2,0,2,3,7,2,0,1,0,6,3,0,4,1,0,4,2,2,11,0,0,5,2,2
BOS,2013,0.0,-0.8,-0.1,0.958,P,CHC,1,1,3,2,0,3,0,1,2,0,0,0,1,1,0,0,0,0,0,16,0,1,1,0,0,3,0,1,1,1,2,0,1
DET,2013,0.0,0.0,0.0,1.0,P,HOU,0,6,13,1,1,0,0,2,2,8,0,0,1,1,0,1,0,2,0,0,3,1,12,7,0,2,0,0,2,0,2,1,1
CHW,2013,0.5579999999999999,3.0,0.3,0.986,OF,OAK,12,28,11,1,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,2,3,0,0,1,1
BOS,2013,0.626,10.0,1.0,0.992,OF,NYY,6,1,3,4,0,2,0,1,5,0,0,1,1,3,1,0,2,0,1,15,0,1,2,1,2,1,1,6,3,1,2,1,2
KCR,2013,0.0,-0.4,0.0,1.0,OF,SDP,1,13,29,1,0,1,8,1,0,0,8,0,1,0,2,1,2,1,0,1,0,1,2,1,7,0,0,2,0,0,2,3,2
PIT,2013,0.0,0.0,0.0,1.0,P,NYM,14,5,27,0,2,0,0,1,2,1,1,2,0,2,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,3,0,0
DET,2013,0.612,20.6,2.0,0.995,OF,TEX,8,6,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,0,1,0,1,0,0,0
CHW,2013,0.0,-0.6,-0.1,1.0,P,ATL,9,28,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,1,0
LAA,2013,0.0,0.0,0.0,1.0,P,PIT,4,17,9,3,1,0,0,1,2,1,0,2,0,7,1,0,0,1,0,0,2,1,1,0,1,13,0,1,0,0,2,0,1
TBR,2013,0.218,-11.8,-1.2,0.992,OF,OAK,6,7,30,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,4,0,0
TBR,2013,0.7759999999999999,0.6,0.1,1.0,OF,CLE,4,7,30,0,2,3,1,2,5,3,1,5,4,3,3,1,0,1,1,6,1,9,2,4,3,3,2,3,14,1,21,9,4
BOS,2013,0.574,5.6,0.6,0.992,OF,OAK,10,1,3,1,1,1,1,1,3,1,0,0,0,0,0,6,0,0,0,12,0,2,2,0,0,1,0,1,0,0,3,1,2
NYY,2013,0.517,-0.1,0.0,1.0,OF,NYM,9,15,1,1,2,2,0,1,4,0,0,12,1,3,0,2,0,0,1,2,0,1,2,0,2,1,0,11,4,0,3,0,3
BAL,2013,0.0,-0.8,-0.1,1.0,P,CHC,6,14,17,2,2,8,1,4,4,2,1,2,0,1,1,3,2,3,8,5,0,2,0,0,4,3,0,4,8,0,3,0,0
NYY,2013,0.0,-0.8,-0.1,1.0,P,MIN,4,15,1,2,0,0,0,1,0,2,0,1,0,0,1,0,0,3,0,1,0,0,0,0,1,1,4,4,0,0,1,0,2
TOR,2013,0.0,0.0,0.0,1.0,P,MIL,3,20,21,0,3,3,3,0,3,0,10,0,0,2,0,0,1,1,0,1,0,1,4,0,12,1,0,3,1,0,3,1,13
ATL,2013,0.466,-1.7,-0.2,0.9670000000000001,OF,CLE,5,3,15,3,5,1,1,0,0,2,2,1,1,3,2,1,1,0,1,0,0,3,0,0,8,2,0,0,3,0,11,2,0
CLE,2013,0.0,-0.3,0.0,0.88,P,OAK,8,9,23,1,2,0,0,1,4,2,0,1,0,0,0,0,0,1,1,2,0,3,0,2,2,2,0,0,7,0,2,0,1
KCR,2013,0.525,0.4,0.0,0.983,C,STL,5,13,29,0,2,1,0,0,0,0,1,1,0,0,0,1,1,0,0,3,0,3,0,0,7,0,0,0,5,0,0,0,1
BOS,2013,0.0,-1.7,-0.2,0.938,P,OAK,7,1,3,2,0,7,1,2,4,2,0,0,0,2,0,0,1,2,1,18,2,3,4,0,2,1,0,2,12,0,5,1,1
TBR,2013,0.489,0.1,0.0,0.996,C,WSN,4,7,30,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0
KCR,2013,0.51,-2.6,-0.3,0.9890000000000001,OF,BAL,1,13,29,0,1,0,0,0,1,2,0,0,0,0,0,1,0,0,5,0,0,2,0,0,12,0,0,0,0,0,1,2,0
HOU,2013,0.0,-1.6,-0.2,0.968,P,COL,2,0,16,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0
HOU,2013,0.364,-9.1,-0.9,0.981,OF,DET,2,0,16,2,3,1,2,3,4,2,1,1,2,1,3,2,3,4,0,2,2,1,8,9,2,3,1,4,3,0,3,1,3
CHW,2013,0.244,-1.6,-0.2,0.9620000000000001,OF,PIT,3,28,11,0,1,1,0,0,1,1,0,0,1,15,1,0,0,0,1,1,8,0,0,0,1,1,2,1,0,0,0,1,0
TEX,2013,0.0,0.0,0.0,1.0,P,DET,14,10,8,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
COL,2013,0.354,-4.5,-0.5,0.938,OF,SDP,3,21,25,1,2,1,7,7,3,0,0,3,0,0,0,1,0,0,1,0,0,0,0,1,1,9,1,0,2,0,0,0,1
OAK,2013,0.0,0.0,0.0,1.0,P,STL,6,4,28,0,2,2,0,2,2,2,1,0,1,0,1,0,6,1,1,1,1,0,0,2,0,1,2,0,11,0,0,0,0
NYY,2013,0.396,-9.7,-1.0,0.976,OF,PIT,5,15,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,0,0,0,0,0
NYY,2013,0.45799999999999996,-5.1,-0.5,0.953,OF,MIN,3,15,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,2,0,0,1,1,1,0,1,6,0,0,1,1,0
HOU,2013,0.115,-3.1,-0.3,0.975,C,MIL,4,0,16,1,6,1,1,3,1,1,7,1,0,5,1,1,5,1,0,0,0,0,1,2,1,1,0,0,0,0,2,0,0
BOS,2013,0.0,-1.4,-0.1,1.0,P,SFG,11,1,3,3,11,4,1,2,12,4,0,3,4,6,0,9,4,6,1,18,8,3,5,1,6,4,0,9,7,1,4,5,5
SEA,2013,0.879,1.2,0.1,1.0,OF,KCR,2,25,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,1,5,0,0,2,0,2,1,2,3
DET,2013,0.456,-2.5,-0.3,0.995,C,CIN,8,6,13,1,2,2,12,1,4,1,1,1,2,1,2,3,12,2,0,6,0,3,9,2,12,2,0,3,2,2,7,2,4
CLE,2013,0.0,0.0,0.0,1.0,P,LAD,5,9,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
BAL,2013,0.0,-1.3,-0.1,0.6,OF,COL,5,14,17,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ATL,2013,0.0,0.0,0.0,0.967,P,LAA,0,3,15,1,4,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,7,0,0,0,1,1,0,0
CHW,2013,0.0,0.0,0.0,1.0,P,ARI,1,28,11,10,0,2,1,0,0,3,2,1,1,0,0,0,0,1,2,4,8,2,2,1,2,3,1,2,1,0,3,1,1
BAL,2013,0.483,-3.1,-0.3,0.997,OF,NYY,12,14,17,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
TBR,2013,0.0,0.0,0.0,0.846,P,SEA,8,7,30,0,0,2,1,0,2,0,1,0,0,0,0,0,2,0,1,2,0,2,0,0,1,3,0,1,0,1,2,1,3
KCR,2013,0.0,-0.4,0.0,0.976,P,ATL,7,13,29,7,17,9,7,4,13,7,8,12,6,9,10,5,6,9,7,13,2,6,10,8,16,10,9,13,9,2,12,6,11
DET,2013,0.321,-11.0,-1.1,0.992,OF,CIN,11,6,13,4,4,3,11,7,7,3,2,1,2,8,1,2,2,6,1,6,2,4,12,4,8,5,1,12,1,1,13,4,11
TOR,2013,0.687,4.6,0.5,0.966,OF,CHW,1,20,21,1,0,0,1,1,5,2,1,0,0,2,0,0,0,1,0,1,3,3,4,1,2,4,0,4,0,1,1,3,11
OAK,2013,0.0,-0.5,-0.1,1.0,OF,NYY,3,4,28,1,0,0,0,0,0,0,0,2,1,0,0,1,0,2,1,0,0,0,1,1,0,0,0,1,20,1,0,1,0
CLE,2013,0.0,0.0,0.0,0.941,P,LAA,6,9,23,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,6,0,0,0,0,0,0,0
OAK,2013,0.0,-0.2,0.0,1.0,P,CHC,0,4,28,4,1,9,4,6,7,9,4,2,1,3,3,4,5,5,2,7,0,4,6,10,2,6,3,4,19,1,6,3,2
CLE,2013,0.45399999999999996,-6.4,-0.6,0.978,OF,COL,4,9,23,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0
OAK,2013,0.0,-4.8,-0.5,1.0,OF,CHW,2,4,28,1,0,0,0,0,0,1,0,3,0,0,0,1,0,2,0,2,0,0,1,2,0,2,0,0,16,0,1,1,0
TBR,2013,0.0,0.0,0.0,0.917,P,SDP,0,7,30,2,1,1,1,3,1,0,1,2,1,1,7,7,0,2,0,1,0,0,2,2,2,1,2,1,1,1,18,3,0
LAA,2013,0.47,5.7,0.6,0.991,OF,ARI,3,17,9,6,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,2,1,0,1,0,0,10,0,2,0,0,0,0,1
BAL,2013,0.628,7.9,0.8,1.0,OF,TOR,3,14,17,1,0,1,0,0,1,0,0,0,0,3,1,0,2,2,4,2,1,1,0,1,3,1,0,1,5,1,2,2,4
DET,2013,0.0,0.0,0.0,1.0,P,NYM,10,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
OAK,2013,0.0,-1.7,-0.2,1.0,OF,BOS,2,4,28,1,2,8,3,3,5,2,5,2,2,4,3,1,4,6,3,10,1,1,3,2,4,1,0,4,19,0,8,5,2
HOU,2013,0.0,-0.3,0.0,1.0,P,CHC,5,0,16,0,2,6,1,1,2,1,0,2,0,2,0,0,0,1,0,2,1,0,2,12,2,1,0,2,1,0,10,0,0
OAK,2013,0.377,-8.5,-0.8,0.992,OF,NYM,8,4,28,2,2,1,1,1,2,0,1,3,2,0,0,0,1,0,1,6,0,0,2,0,0,1,0,5,4,0,3,1,1
STL,2013,0.0,0.0,0.0,1.0,P,PIT,4,2,10,0,1,0,1,1,1,0,2,2,0,3,0,1,0,1,0,0,0,4,0,0,1,0,0,0,1,0,0,0,0
SDP,2013,0.035,-3.9,-0.4,1.0,C,CHC,5,19,18,2,0,8,0,1,4,6,3,2,2,1,6,1,0,1,1,2,1,0,0,2,2,0,0,0,2,0,2,1,0
LAD,2013,0.0,-0.3,0.0,0.9129999999999999,P,CHW,4,8,2,1,0,0,0,1,5,0,0,0,1,1,1,0,0,0,0,2,1,0,2,0,2,0,0,2,0,1,0,1,1
ARI,2013,0.0,0.0,0.0,0.938,P,TBR,9,16,19,0,0,0,1,0,0,0,1,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0
STL,2013,0.645,18.8,1.9,0.98,OF,NYY,15,2,10,1,1,0,0,0,1,2,2,2,0,0,0,0,7,0,0,2,0,0,3,2,1,2,0,3,0,0,1,2,2
